TEU,ETD,ETDYear,ETDMonth,ETDWeek,CustomerBECode,CustomerName,SeaAir
0.2477,NULL,NULL,NULL,NULL,KRPUMA,Puma,OCE
0.0854,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
1.3894,2012-11-22,2012,11,47,PEPUMADEP,Puma,OCE
0.1367,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.2401,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.4422,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.7116,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.1446,2012-11-22,2012,11,47,PEPUMADEP,Puma,OCE
0.2321,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.1620,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.0517,2012-12-21,2012,12,51,ESPUMAES,Puma,OCE
0.0996,2012-12-11,2012,12,50,CAVOLCOM,Puma,OCE
0.0470,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.4915,2012-12-10,2012,12,50,FRPUMAFR,Puma,OCE
0.2437,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.1163,2012-12-31,2012,12,1,DEPUMAAG,Puma,OCE
0.2985,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.0360,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0448,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.3175,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.0145,2012-05-08,2012,5,19,SEPUMANORD,Puma,OCE
0.1704,2012-12-31,2012,12,1,USVOLCOCOS,Puma,OCE
0.4802,2012-12-21,2012,12,51,ESPUMAES,Puma,OCE
0.1680,2012-12-11,2012,12,50,CAVOLCOM,Puma,OCE
0.0960,2012-12-07,2012,12,49,DEPUMAAG,Puma,OCE
0.2383,2012-12-26,2012,12,52,AUPUMAAUST,Puma,OCE
0.5587,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.1492,2012-12-26,2012,12,52,USVOLCOCOS,Puma,OCE
0.3398,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.7887,2012-12-14,2012,12,50,ESPUMAES,Puma,OCE
0.0823,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.5165,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.1091,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.0506,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.0239,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.3475,2012-12-19,2012,12,51,MXRDS,Puma,OCE
1.9401,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.8153,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.3929,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
1.1365,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.3099,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
2.2500,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1468,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.1015,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
1.3445,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1834,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0148,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.1235,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0074,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.6088,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.3055,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.5891,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.1855,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.0492,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.5481,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.4756,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.3027,2012-12-25,2012,12,52,CNPUMACHIL,Puma,OCE
0.0887,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0330,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.4922,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0530,2012-12-28,2012,12,52,BOELIORA,Puma,OCE
0.3638,2012-12-31,2012,12,1,DEPUMAAG,Puma,OCE
0.0045,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.5532,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0352,2012-11-22,2012,11,47,PEPUMADEP,Puma,OCE
0.0127,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.0169,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.0125,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.0925,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0971,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.3843,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.1577,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.1416,2012-12-25,2012,12,52,USPUMANA,Puma,OCE
0.0489,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.0771,2012-12-14,2012,12,50,ESPUMAES,Puma,OCE
0.0592,2012-12-18,2012,12,51,AUPUMAAUST,Puma,OCE
0.0265,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.3288,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.3635,2012-12-16,2012,12,50,FRPUMAFR,Puma,OCE
0.6168,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.0951,2012-12-16,2012,12,50,FRPUMAFR,Puma,OCE
0.6123,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0884,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.0448,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.2224,2012-12-31,2012,12,1,FRPUMAFR,Puma,OCE
0.0127,2012-12-31,2012,12,1,FRPUMAFR,Puma,OCE
2.0000,2012-12-25,2012,12,52,MXRDS,Puma,OCE
0.0246,2012-12-26,2012,12,52,CAVOLCOM,Puma,OCE
0.0412,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.3070,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
2.0377,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.0237,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.2260,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0876,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.4314,2012-12-31,2012,12,1,DEPUMAAG,Puma,OCE
0.2949,2012-12-15,2012,12,50,MXRDS,Puma,OCE
0.1871,2012-12-31,2012,12,1,MXRDS,Puma,OCE
2.0000,2012-12-31,2012,12,1,MXRDS,Puma,OCE
2.0000,2012-12-19,2012,12,51,MXRDS,Puma,OCE
0.5316,2012-12-22,2012,12,51,ITPUMAITAL,Puma,OCE
0.3045,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.3872,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.4398,2012-12-26,2012,12,52,MXRDS,Puma,OCE
0.0177,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.1108,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.9539,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.2230,2012-12-18,2012,12,51,USPUMAGOLF,Puma,OCE
0.2173,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.2308,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0069,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.0657,2012-12-04,2012,12,49,AUPUMAAUST,Puma,OCE
0.0084,2012-12-04,2012,12,49,AUPUMAAUST,Puma,OCE
0.1547,2012-12-25,2012,12,52,USPUMANA,Puma,OCE
0.1035,2012-12-25,2012,12,52,USPUMANA,Puma,OCE
0.0279,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.0837,2012-12-21,2012,12,51,AUPUMAAUST,Puma,OCE
0.5104,2012-12-11,2012,12,50,CAVOLCOM,Puma,OCE
0.0982,2012-12-07,2012,12,49,ITPUMAITAL,Puma,OCE
0.0865,2012-12-07,2012,12,49,AUPUMAAUST,Puma,OCE
0.0739,2012-12-24,2012,12,52,MXRDS,Puma,OCE
2.0000,2012-12-11,2012,12,50,MXRDS,Puma,OCE
0.1350,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.6205,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
1.0000,2012-11-18,2012,11,46,PEPUMADEP,Puma,OCE
0.0242,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.1247,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.4116,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0972,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.1646,2012-12-23,2012,12,51,MXRDS,Puma,OCE
0.1873,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.0341,2012-12-10,2012,12,50,CHPRETAG,Puma,OCE
0.0448,2012-12-10,2012,12,50,DEPUMAAG,Puma,OCE
0.2047,2012-12-10,2012,12,50,DEPUMAAG,Puma,OCE
0.1316,2012-12-16,2012,12,50,AUPUMAAUST,Puma,OCE
0.5690,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.3634,2012-12-22,2012,12,51,ESPUMAES,Puma,OCE
0.0038,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.1692,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.1192,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0289,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.0335,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.1456,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.0296,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.7946,2012-12-25,2012,12,52,USPUMANA,Puma,OCE
0.2912,2012-12-16,2012,12,50,ITPUMAITAL,Puma,OCE
0.5472,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.1534,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.0287,2012-12-28,2012,12,52,BOELIORA,Puma,OCE
0.1335,2012-12-21,2012,12,51,CAVOLCOM,Puma,OCE
0.0681,2012-12-13,2012,12,50,MXPUMAMX,Puma,OCE
0.5015,2012-12-24,2012,12,52,MXRDS,Puma,OCE
0.2148,2012-12-09,2012,12,49,SEPUMANORD,Puma,OCE
0.0222,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.0265,2012-12-28,2012,12,52,BOELIORA,Puma,OCE
0.0799,2012-12-28,2012,12,52,DEPUMAAG,Puma,OCE
0.0379,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0056,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0422,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.4386,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0109,2012-12-16,2012,12,50,FRPUMAFR,Puma,OCE
0.0477,2012-12-31,2012,12,1,USVOLCOCOS,Puma,OCE
0.7935,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.0057,2012-12-31,2012,12,1,FRPUMAFR,Puma,OCE
0.0077,2012-12-11,2012,12,50,AUPUMAAUST,Puma,OCE
1.0000,2012-12-18,2012,12,51,MXRDS,Puma,OCE
0.3916,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.0804,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.0192,2012-12-23,2012,12,51,AUPUMAAUST,Puma,OCE
0.6104,2012-12-23,2012,12,51,USPUMANA,Puma,OCE
0.0134,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.1135,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.2964,2012-12-19,2012,12,51,MXRDS,Puma,OCE
0.0864,2012-12-19,2012,12,51,MXRDS,Puma,OCE
0.0231,2012-12-25,2012,12,52,USPUMANA,Puma,OCE
0.0060,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.6019,2012-12-16,2012,12,50,SEPUMANORD,Puma,OCE
0.3337,2012-12-27,2012,12,52,USPUMANA,Puma,OCE
0.6801,2012-12-27,2012,12,52,USPUMAGOLF,Puma,OCE
0.2490,2012-12-17,2012,12,51,ITPUMAITAL,Puma,OCE
0.2743,2012-12-31,2012,12,1,MXRDS,Puma,OCE
0.0638,2012-12-31,2012,12,1,USPUMANA,Puma,OCE
0.2308,2012-12-27,2012,12,52,USPUMANA,Puma,OCE
0.0176,2012-12-28,2012,12,52,PAWORKOUTI,Puma,OCE
0.5692,2012-12-28,2012,12,52,FRPUMAFR,Puma,OCE
0.2165,2012-12-24,2012,12,52,ESPUMAES,Puma,OCE
0.0312,2012-12-23,2012,12,51,DEPUMAAG,Puma,OCE
0.3516,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.2442,2012-12-28,2012,12,52,ESPUMAES,Puma,OCE
0.1703,2012-12-28,2012,12,52,ESPUMAES,Puma,OCE
0.3372,2012-12-31,2012,12,1,DEPUMAAG,Puma,OCE
0.0288,2012-12-25,2012,12,52,USPUMAGOLF,Puma,OCE
0.1648,2012-12-28,2012,12,52,MXRDS,Puma,OCE
0.0171,2012-12-28,2012,12,52,PAWORKOUTI,Puma,OCE
0.9857,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.0842,2012-12-25,2012,12,52,USPUMAGOLF,Puma,OCE
0.2042,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.1176,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.3014,2012-12-30,2012,12,52,ITPUMAITAL,Puma,OCE
0.3458,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.2018,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.4707,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.2381,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.4801,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.0219,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.1837,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.0306,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.0158,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.0545,2012-12-04,2012,12,49,AUPUMAAUST,Puma,OCE
0.3065,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.1753,2012-12-31,2012,12,1,DEPUMAAG,Puma,OCE
0.0052,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.0419,2012-12-13,2012,12,50,CLPUMA,Puma,OCE
0.0342,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.3957,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.1599,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
2.0000,2012-12-21,2012,12,51,MXRDS,Puma,OCE
0.0587,2012-12-10,2012,12,50,GBPUE,Puma,OCE
0.8670,2012-12-14,2012,12,50,GBPUE,Puma,OCE
0.0536,2012-12-16,2012,12,50,FRPUMAFR,Puma,OCE
0.3807,2012-12-16,2012,12,50,DEPUMAAG,Puma,OCE
0.1905,2012-12-16,2012,12,50,CHPRETAG,Puma,OCE
0.0758,2012-05-08,2012,5,19,SEPUMANORD,Puma,OCE
0.6423,2012-12-10,2012,12,50,ARUNISOL,Puma,OCE
0.1399,2012-12-28,2012,12,52,MXRDS,Puma,OCE
0.0403,2012-12-10,2012,12,50,ARUNISOL,Puma,OCE
0.2028,2012-12-10,2012,12,50,ARUNISOL,Puma,OCE
0.0243,2012-12-28,2012,12,52,ESPUMAES,Puma,OCE
0.0465,2012-12-28,2012,12,52,ESPUMAES,Puma,OCE
0.3343,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.1029,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.0902,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.0342,2012-12-31,2012,12,1,FRPUMAFR,Puma,OCE
0.1569,2012-12-28,2012,12,52,MXRDS,Puma,OCE
0.6988,2012-12-25,2012,12,52,USPUMANA,Puma,OCE
0.0315,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.0337,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.1167,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0889,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1154,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.0145,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.6104,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.7807,2012-12-31,2012,12,1,AUPUMAAUST,Puma,OCE
2.0000,2012-12-10,2012,12,50,TWPUMAINDU,Puma,OCE
0.0842,2012-12-19,2012,12,51,CNPUMACHIL,Puma,OCE
0.1727,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0769,2012-12-10,2012,12,50,DEPUMAAG,Puma,OCE
0.0561,2012-12-31,2012,12,1,GBPUE,Puma,OCE
0.0515,2012-12-20,2012,12,51,CAVOLCOM,Puma,OCE
0.0338,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.2727,2012-12-20,2012,12,51,AUPUMAAUST,Puma,OCE
1.8112,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.4795,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.0774,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.0038,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.1059,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.0705,2012-12-09,2012,12,49,SEPUMANORD,Puma,OCE
2.0000,2012-12-31,2012,12,1,MXRDS,Puma,OCE
0.4180,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1434,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.7209,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0041,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.7589,2012-12-28,2012,12,52,ESPUMAES,Puma,OCE
1.0000,2012-12-30,2012,12,52,BOELIORA,Puma,OCE
0.0277,2012-12-24,2012,12,52,CHPRETAG,Puma,OCE
0.7164,2012-11-22,2012,11,47,PEPUMADEP,Puma,OCE
0.2212,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0805,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0718,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.0684,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.0810,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.7555,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
1.0283,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.9101,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.2658,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.6366,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1731,2012-12-26,2012,12,52,MXRDS,Puma,OCE
1.0000,2012-12-29,2012,12,52,CLPUMA,Puma,OCE
0.0258,2012-12-31,2012,12,1,USVOLCOCOS,Puma,OCE
0.0796,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
0.0694,2012-12-16,2012,12,50,DEPUMAAG,Puma,OCE
0.2848,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.7051,2012-12-15,2012,12,50,MXRDS,Puma,OCE
0.0538,2012-12-17,2012,12,51,DEPUMAAG,Puma,OCE
0.1210,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0081,2012-12-11,2012,12,50,AUPUMAAUST,Puma,OCE
0.2490,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0306,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.0640,2012-12-18,2012,12,51,USPUMAGOLF,Puma,OCE
0.1815,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0473,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0044,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
1.1539,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.0156,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.3757,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.1783,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.0070,2012-12-18,2012,12,51,SEPUMANORD,Puma,OCE
0.0127,2012-12-11,2012,12,50,CAVOLCOM,Puma,OCE
0.1927,2012-12-11,2012,12,50,CAVOLCOM,Puma,OCE
0.0385,2012-12-07,2012,12,49,ITPUMAITAL,Puma,OCE
0.0609,2012-12-07,2012,12,49,ESPUMAES,Puma,OCE
0.2114,2012-12-31,2012,12,1,SEPUMANORD,Puma,OCE
0.3264,2012-12-19,2012,12,51,MXRDS,Puma,OCE
0.0848,2012-12-14,2012,12,50,ESPUMAES,Puma,OCE
0.1582,2012-12-31,2012,12,1,ESPUMAES,Puma,OCE
0.0338,2012-12-30,2012,12,52,AUPUMAAUST,Puma,OCE
0.1761,2012-12-18,2012,12,51,CHPRETAG,Puma,OCE
0.0885,2012-12-14,2012,12,50,ITPUMAITAL,Puma,OCE
0.5221,2012-12-28,2012,12,52,PAWORKOUTI,Puma,OCE
0.0423,2012-12-23,2012,12,51,AUPUMAAUST,Puma,OCE
0.0596,2012-12-31,2012,12,1,CAVOLCOM,Puma,OCE
0.1169,2012-12-31,2012,12,1,USVOLCOCOS,Puma,OCE
0.0333,2012-12-31,2012,12,1,AUPUMAAUST,Puma,OCE
0.1957,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.2261,2012-12-18,2012,12,51,USPUMANA,Puma,OCE
0.0425,2012-12-17,2012,12,51,CHPRETAG,Puma,OCE
0.0077,2012-12-14,2012,12,50,CHPRETAG,Puma,OCE
0.2092,2012-12-14,2012,12,50,DEPUMAAG,Puma,OCE
0.2584,2012-12-16,2012,12,50,SEPUMANORD,Puma,OCE
0.2308,2012-12-14,2012,12,50,SEPUMANORD,Puma,OCE
0.0504,2012-12-25,2012,12,52,AUPUMAAUST,Puma,OCE
0.1273,2012-12-21,2012,12,51,USPUMAGOLF,Puma,OCE
0.5577,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.0307,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.0440,2012-12-13,2012,12,50,PAWORKOUTI,Puma,OCE
0.0185,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.1579,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.0257,2012-12-16,2012,12,50,FRPUMAFR,Puma,OCE
0.5650,2012-11-22,2012,11,47,BOELIORA,Puma,OCE
0.1852,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.5198,2012-12-21,2012,12,51,ESPUMAES,Puma,OCE
0.2424,2012-12-30,2012,12,52,FRPUMAFR,Puma,OCE
2.0000,2012-11-23,2012,11,47,PEPUMADEP,Puma,OCE
1.0000,2012-11-23,2012,11,47,PEPUMADEP,Puma,OCE
0.2861,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0465,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0586,2012-12-16,2012,12,50,CHPRETAG,Puma,OCE
0.5854,2012-12-29,2012,12,52,MXRDS,Puma,OCE
0.4700,2012-12-24,2012,12,52,ITPUMAITAL,Puma,OCE
0.0165,2012-12-26,2012,12,52,MXRDS,Puma,OCE
0.0789,2012-12-25,2012,12,52,AUPUMAAUST,Puma,OCE
0.0772,2012-12-21,2012,12,51,GBPUE,Puma,OCE
1.7599,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.6713,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.3562,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.3681,2012-12-19,2012,12,51,SEPUMANORD,Puma,OCE
0.2690,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.5400,2012-12-09,2012,12,49,ESPUMAES,Puma,OCE
0.0869,2012-12-07,2012,12,49,AUPUMAAUST,Puma,OCE
0.5572,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.0335,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
1.0730,2012-12-19,2012,12,51,PEPUMADEP,Puma,OCE
0.7250,2012-12-31,2012,12,1,FRPUMAFR,Puma,OCE
0.1432,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.2061,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.0063,2012-12-23,2012,12,51,BRPUMA SPO,Puma,OCE
0.3896,2012-12-23,2012,12,51,PEPUMADEP,Puma,OCE
1.1894,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.0775,2012-12-16,2012,12,50,CHPRETAG,Puma,OCE
0.3232,2012-12-11,2012,12,50,AUPUMAAUST,Puma,OCE
0.0099,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.0330,2012-12-21,2012,12,51,ITPUMAITAL,Puma,OCE
0.3980,2012-12-28,2012,12,52,ESPUMAES,Puma,OCE
0.1315,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.1472,2012-12-22,2012,12,51,BOELIORA,Puma,OCE
0.1223,2012-12-18,2012,12,51,DEPUMAAG,Puma,OCE
0.2193,2012-12-31,2012,12,1,AUPUMAAUST,Puma,OCE
1.3634,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.1418,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1330,2012-12-14,2012,12,50,GBPUE,Puma,OCE
0.0225,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.0415,2012-12-14,2012,12,50,ESPUMAES,Puma,OCE
0.0080,2012-12-14,2012,12,50,ESPUMAES,Puma,OCE
0.2779,2012-12-17,2012,12,51,SEPUMANORD,Puma,OCE
0.1566,2012-12-16,2012,12,50,CHPRETAG,Puma,OCE
0.1393,2012-12-13,2012,12,50,MXRDS,Puma,OCE
0.2880,2012-11-22,2012,11,47,CLPUMA,Puma,OCE
0.1089,2012-11-22,2012,11,47,PEPUMADEP,Puma,OCE
0.0177,2012-12-20,2012,12,51,CAVOLCOM,Puma,OCE
0.7569,2012-12-10,2012,12,50,ARUNISOL,Puma,OCE
0.1198,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.0847,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
0.3990,2012-12-09,2012,12,49,BRPUMA SPO,Puma,OCE
0.0393,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.1310,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0884,2012-12-21,2012,12,51,SRTOPSPORT,Puma,OCE
0.0888,2012-12-05,2012,12,49,PEPUMADEP,Puma,OCE
0.0662,2012-12-10,2012,12,50,SEPUMANORD,Puma,OCE
0.0586,2012-12-17,2012,12,51,BRPUMA SPO,Puma,OCE
0.6923,2012-12-31,2012,12,1,CHPRETAG,Puma,OCE
1.4734,2012-12-16,2012,12,50,DEPUMAAG,Puma,OCE
0.0554,2012-12-19,2012,12,51,CLPUMA,Puma,OCE
0.0154,2012-12-05,2012,12,49,CLPUMA,Puma,OCE
1.2949,2012-12-05,2012,12,49,BOELIORA,Puma,OCE
